staff_member,week_commencing,week_number,programme_category,activity_value
Legacy Data,28/07/2025,31,MHED Policy and Clinical Collaboration,0
Legacy Data,04/08/2025,32,MHED Policy and Clinical Collaboration,0
Legacy Data,11/08/2025,33,MHED Policy and Clinical Collaboration,0
Legacy Data,18/08/2025,34,MHED Policy and Clinical Collaboration,0
Legacy Data,25/08/2025,35,MHED Policy and Clinical Collaboration,0
Legacy Data,01/09/2025,36,MHED Policy and Clinical Collaboration,0
Legacy Data,08/09/2025,37,MHED Policy and Clinical Collaboration,0
Legacy Data,15/09/2025,38,MHED Policy and Clinical Collaboration,0
Legacy Data,22/09/2025,39,MHED Policy and Clinical Collaboration,0
Legacy Data,29/09/2025,40,MHED Policy and Clinical Collaboration,0
Legacy Data,06/10/2025,41,MHED Policy and Clinical Collaboration,0
Legacy Data,13/10/2025,42,MHED Policy and Clinical Collaboration,0
Legacy Data,20/10/2025,43,MHED Policy and Clinical Collaboration,0
Legacy Data,27/10/2025,44,MHED Policy and Clinical Collaboration,20
Legacy Data,03/11/2025,45,MHED Policy and Clinical Collaboration,70
Legacy Data,10/11/2025,46,MHED Policy and Clinical Collaboration,70
Legacy Data,17/11/2025,47,MHED Policy and Clinical Collaboration,70
Legacy Data,24/11/2025,48,MHED Policy and Clinical Collaboration,70
Legacy Data,01/12/2025,49,MHED Policy and Clinical Collaboration,0
Legacy Data,08/12/2025,50,MHED Policy and Clinical Collaboration,0
Legacy Data,15/12/2025,51,MHED Policy and Clinical Collaboration,0
Legacy Data,22/12/2025,52,MHED Policy and Clinical Collaboration,0
Legacy Data,29/12/2025,1,MHED Policy and Clinical Collaboration,0
Legacy Data,01/01/2024,1,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,08/01/2024,2,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,15/01/2024,3,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,22/01/2024,4,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,29/01/2024,5,"Miscellaneous Consultation, Adv & Support",3.52057842
Legacy Data,05/02/2024,6,"Miscellaneous Consultation, Adv & Support",3.620689655
Legacy Data,12/02/2024,7,"Miscellaneous Consultation, Adv & Support",3.620689655
Legacy Data,19/02/2024,8,"Miscellaneous Consultation, Adv & Support",3.620689655
Legacy Data,26/02/2024,9,"Miscellaneous Consultation, Adv & Support",3.52057842
Legacy Data,04/03/2024,10,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,11/03/2024,11,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,18/03/2024,12,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,25/03/2024,13,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,01/04/2024,14,"Miscellaneous Consultation, Adv & Support",3.5
Legacy Data,08/04/2024,15,"Miscellaneous Consultation, Adv & Support",3.5
Legacy Data,15/04/2024,16,"Miscellaneous Consultation, Adv & Support",3.5
Legacy Data,22/04/2024,17,"Miscellaneous Consultation, Adv & Support",3.5
Legacy Data,29/04/2024,18,"Miscellaneous Consultation, Adv & Support",3.419354839
Legacy Data,06/05/2024,19,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,13/05/2024,20,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,20/05/2024,21,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,27/05/2024,22,"Miscellaneous Consultation, Adv & Support",3.419354839
Legacy Data,03/06/2024,23,"Miscellaneous Consultation, Adv & Support",3.5
Legacy Data,10/06/2024,24,"Miscellaneous Consultation, Adv & Support",3.5
Legacy Data,17/06/2024,25,"Miscellaneous Consultation, Adv & Support",3.5
Legacy Data,24/06/2024,26,"Miscellaneous Consultation, Adv & Support",3.5
Legacy Data,01/07/2024,27,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,08/07/2024,28,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,15/07/2024,29,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,22/07/2024,30,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,29/07/2024,31,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,05/08/2024,32,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,12/08/2024,33,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,19/08/2024,34,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,26/08/2024,35,"Miscellaneous Consultation, Adv & Support",3.403225806
Legacy Data,02/09/2024,36,"Miscellaneous Consultation, Adv & Support",3.5
Legacy Data,09/09/2024,37,"Miscellaneous Consultation, Adv & Support",3.5
Legacy Data,16/09/2024,38,"Miscellaneous Consultation, Adv & Support",3.5
Legacy Data,23/09/2024,39,"Miscellaneous Consultation, Adv & Support",3.5
Legacy Data,30/09/2024,40,"Miscellaneous Consultation, Adv & Support",4.85483871
Legacy Data,07/10/2024,41,"Miscellaneous Consultation, Adv & Support",5.080645161
Legacy Data,14/10/2024,42,"Miscellaneous Consultation, Adv & Support",5.080645161
Legacy Data,21/10/2024,43,"Miscellaneous Consultation, Adv & Support",5.080645161
Legacy Data,28/10/2024,44,"Miscellaneous Consultation, Adv & Support",4.403225806
Legacy Data,04/11/2024,45,"Miscellaneous Consultation, Adv & Support",3.5
Legacy Data,11/11/2024,46,"Miscellaneous Consultation, Adv & Support",3.5
Legacy Data,18/11/2024,47,"Miscellaneous Consultation, Adv & Support",3.5
Legacy Data,25/11/2024,48,"Miscellaneous Consultation, Adv & Support",3.483870968
Legacy Data,02/12/2024,49,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,09/12/2024,50,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,16/12/2024,51,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,23/12/2024,52,"Miscellaneous Consultation, Adv & Support",3.387096774
Legacy Data,30/12/2024,1,"Miscellaneous Consultation, Adv & Support",9.483870968
Legacy Data,06/01/2025,2,"Miscellaneous Consultation, Adv & Support",11.92258065
Legacy Data,13/01/2025,3,"Miscellaneous Consultation, Adv & Support",11.92258065
Legacy Data,20/01/2025,4,"Miscellaneous Consultation, Adv & Support",11.92258065
Legacy Data,27/01/2025,5,"Miscellaneous Consultation, Adv & Support",11.94470046
Legacy Data,03/02/2025,6,"Miscellaneous Consultation, Adv & Support",12
Legacy Data,10/02/2025,7,"Miscellaneous Consultation, Adv & Support",12
Legacy Data,17/02/2025,8,"Miscellaneous Consultation, Adv & Support",12
Legacy Data,24/02/2025,9,"Miscellaneous Consultation, Adv & Support",11.82304147
Legacy Data,03/03/2025,10,"Miscellaneous Consultation, Adv & Support",11.38064516
Legacy Data,10/03/2025,11,"Miscellaneous Consultation, Adv & Support",11.38064516
Legacy Data,17/03/2025,12,"Miscellaneous Consultation, Adv & Support",11.38064516
Legacy Data,24/03/2025,13,"Miscellaneous Consultation, Adv & Support",11.38064516
Legacy Data,31/03/2025,14,"Miscellaneous Consultation, Adv & Support",11.22580645
Legacy Data,07/04/2025,15,"Miscellaneous Consultation, Adv & Support",11.2
Legacy Data,14/04/2025,16,"Miscellaneous Consultation, Adv & Support",11.2
Legacy Data,21/04/2025,17,"Miscellaneous Consultation, Adv & Support",11.2
Legacy Data,28/04/2025,18,"Miscellaneous Consultation, Adv & Support",10.99354839
Legacy Data,05/05/2025,19,"Miscellaneous Consultation, Adv & Support",10.83870968
Legacy Data,12/05/2025,20,"Miscellaneous Consultation, Adv & Support",10.83870968
Legacy Data,19/05/2025,21,"Miscellaneous Consultation, Adv & Support",10.83870968
Legacy Data,26/05/2025,22,"Miscellaneous Consultation, Adv & Support",10.57032258
Legacy Data,02/06/2025,23,"Miscellaneous Consultation, Adv & Support",8.96
Legacy Data,09/06/2025,24,"Miscellaneous Consultation, Adv & Support",8.96
Legacy Data,16/06/2025,25,"Miscellaneous Consultation, Adv & Support",8.96
Legacy Data,23/06/2025,26,"Miscellaneous Consultation, Adv & Support",8.96
Legacy Data,30/06/2025,27,"Miscellaneous Consultation, Adv & Support",11.96387097
Legacy Data,07/07/2025,28,"Miscellaneous Consultation, Adv & Support",12.46451613
Legacy Data,14/07/2025,29,"Miscellaneous Consultation, Adv & Support",12.46451613
Legacy Data,21/07/2025,30,"Miscellaneous Consultation, Adv & Support",12.46451613
Legacy Data,28/07/2025,31,"Miscellaneous Consultation, Adv & Support",11.76774194
Legacy Data,04/08/2025,32,"Miscellaneous Consultation, Adv & Support",10.83870968
Legacy Data,11/08/2025,33,"Miscellaneous Consultation, Adv & Support",10.83870968
Legacy Data,18/08/2025,34,"Miscellaneous Consultation, Adv & Support",10.83870968
Legacy Data,25/08/2025,35,"Miscellaneous Consultation, Adv & Support",10.83870968
Legacy Data,01/09/2025,36,"Miscellaneous Consultation, Adv & Support",12.32
Legacy Data,08/09/2025,37,"Miscellaneous Consultation, Adv & Support",12.32
Legacy Data,15/09/2025,38,"Miscellaneous Consultation, Adv & Support",12.32
Legacy Data,22/09/2025,39,"Miscellaneous Consultation, Adv & Support",12.32
Legacy Data,29/09/2025,40,"Miscellaneous Consultation, Adv & Support",12.42322581
Legacy Data,06/10/2025,41,"Miscellaneous Consultation, Adv & Support",12.46451613
Legacy Data,13/10/2025,42,"Miscellaneous Consultation, Adv & Support",12.46451613
Legacy Data,20/10/2025,43,"Miscellaneous Consultation, Adv & Support",12.46451613
Legacy Data,27/10/2025,44,"Miscellaneous Consultation, Adv & Support",12.10322581
Legacy Data,03/11/2025,45,"Miscellaneous Consultation, Adv & Support",11.2
Legacy Data,10/11/2025,46,"Miscellaneous Consultation, Adv & Support",11.2
Legacy Data,17/11/2025,47,"Miscellaneous Consultation, Adv & Support",11.2
Legacy Data,24/11/2025,48,"Miscellaneous Consultation, Adv & Support",11.2
Legacy Data,01/12/2025,49,"Miscellaneous Consultation, Adv & Support",11.38064516
Legacy Data,08/12/2025,50,"Miscellaneous Consultation, Adv & Support",11.38064516
Legacy Data,15/12/2025,51,"Miscellaneous Consultation, Adv & Support",11.38064516
Legacy Data,22/12/2025,52,"Miscellaneous Consultation, Adv & Support",11.38064516
Legacy Data,29/12/2025,1,"Miscellaneous Consultation, Adv & Support",4.877419355
Legacy Data,01/01/2024,1,Neurodivergent Services,0
Legacy Data,08/01/2024,2,Neurodivergent Services,0
Legacy Data,15/01/2024,3,Neurodivergent Services,0
Legacy Data,22/01/2024,4,Neurodivergent Services,0
Legacy Data,29/01/2024,5,Neurodivergent Services,0
Legacy Data,05/02/2024,6,Neurodivergent Services,0
Legacy Data,12/02/2024,7,Neurodivergent Services,0
Legacy Data,19/02/2024,8,Neurodivergent Services,0
Legacy Data,26/02/2024,9,Neurodivergent Services,0
Legacy Data,04/03/2024,10,Neurodivergent Services,0
Legacy Data,11/03/2024,11,Neurodivergent Services,0
Legacy Data,18/03/2024,12,Neurodivergent Services,0
Legacy Data,25/03/2024,13,Neurodivergent Services,0
Legacy Data,01/04/2024,14,Neurodivergent Services,0
Legacy Data,08/04/2024,15,Neurodivergent Services,0
Legacy Data,15/04/2024,16,Neurodivergent Services,0
Legacy Data,22/04/2024,17,Neurodivergent Services,0
Legacy Data,29/04/2024,18,Neurodivergent Services,0
Legacy Data,06/05/2024,19,Neurodivergent Services,0
Legacy Data,13/05/2024,20,Neurodivergent Services,0
Legacy Data,20/05/2024,21,Neurodivergent Services,0
Legacy Data,27/05/2024,22,Neurodivergent Services,0
Legacy Data,03/06/2024,23,Neurodivergent Services,0
Legacy Data,10/06/2024,24,Neurodivergent Services,0
Legacy Data,17/06/2024,25,Neurodivergent Services,0
Legacy Data,24/06/2024,26,Neurodivergent Services,0
Legacy Data,01/07/2024,27,Neurodivergent Services,0
Legacy Data,08/07/2024,28,Neurodivergent Services,0
Legacy Data,15/07/2024,29,Neurodivergent Services,0
Legacy Data,22/07/2024,30,Neurodivergent Services,0
Legacy Data,29/07/2024,31,Neurodivergent Services,0
Legacy Data,05/08/2024,32,Neurodivergent Services,0
Legacy Data,12/08/2024,33,Neurodivergent Services,0
Legacy Data,19/08/2024,34,Neurodivergent Services,0
Legacy Data,26/08/2024,35,Neurodivergent Services,0
Legacy Data,02/09/2024,36,Neurodivergent Services,0
Legacy Data,09/09/2024,37,Neurodivergent Services,0
Legacy Data,16/09/2024,38,Neurodivergent Services,0
Legacy Data,23/09/2024,39,Neurodivergent Services,0
Legacy Data,30/09/2024,40,Neurodivergent Services,0
Legacy Data,07/10/2024,41,Neurodivergent Services,0
Legacy Data,14/10/2024,42,Neurodivergent Services,0
Legacy Data,21/10/2024,43,Neurodivergent Services,0
Legacy Data,28/10/2024,44,Neurodivergent Services,0
Legacy Data,04/11/2024,45,Neurodivergent Services,0
Legacy Data,11/11/2024,46,Neurodivergent Services,0
Legacy Data,18/11/2024,47,Neurodivergent Services,0
Legacy Data,25/11/2024,48,Neurodivergent Services,0
Legacy Data,02/12/2024,49,Neurodivergent Services,0
Legacy Data,09/12/2024,50,Neurodivergent Services,0
Legacy Data,16/12/2024,51,Neurodivergent Services,0
Legacy Data,23/12/2024,52,Neurodivergent Services,0
Legacy Data,30/12/2024,1,Neurodivergent Services,0
Legacy Data,06/01/2025,2,Neurodivergent Services,0
Legacy Data,13/01/2025,3,Neurodivergent Services,0
Legacy Data,20/01/2025,4,Neurodivergent Services,0
Legacy Data,27/01/2025,5,Neurodivergent Services,0
Legacy Data,03/02/2025,6,Neurodivergent Services,0
Legacy Data,10/02/2025,7,Neurodivergent Services,0
Legacy Data,17/02/2025,8,Neurodivergent Services,0
Legacy Data,24/02/2025,9,Neurodivergent Services,0
Legacy Data,03/03/2025,10,Neurodivergent Services,0
Legacy Data,10/03/2025,11,Neurodivergent Services,0
Legacy Data,17/03/2025,12,Neurodivergent Services,0
Legacy Data,24/03/2025,13,Neurodivergent Services,0
Legacy Data,31/03/2025,14,Neurodivergent Services,0
Legacy Data,07/04/2025,15,Neurodivergent Services,0
Legacy Data,14/04/2025,16,Neurodivergent Services,0
Legacy Data,21/04/2025,17,Neurodivergent Services,0
Legacy Data,28/04/2025,18,Neurodivergent Services,0
Legacy Data,05/05/2025,19,Neurodivergent Services,0
Legacy Data,12/05/2025,20,Neurodivergent Services,0
Legacy Data,19/05/2025,21,Neurodivergent Services,0
Legacy Data,26/05/2025,22,Neurodivergent Services,0
Legacy Data,02/06/2025,23,Neurodivergent Services,0
Legacy Data,09/06/2025,24,Neurodivergent Services,0
Legacy Data,16/06/2025,25,Neurodivergent Services,0
Legacy Data,23/06/2025,26,Neurodivergent Services,0
Legacy Data,30/06/2025,27,Neurodivergent Services,0
Legacy Data,07/07/2025,28,Neurodivergent Services,0
Legacy Data,14/07/2025,29,Neurodivergent Services,0
Legacy Data,21/07/2025,30,Neurodivergent Services,0
Legacy Data,28/07/2025,31,Neurodivergent Services,0
Legacy Data,04/08/2025,32,Neurodivergent Services,0
Legacy Data,11/08/2025,33,Neurodivergent Services,0
Legacy Data,18/08/2025,34,Neurodivergent Services,0
Legacy Data,25/08/2025,35,Neurodivergent Services,0
Legacy Data,01/09/2025,36,Neurodivergent Services,0
Legacy Data,08/09/2025,37,Neurodivergent Services,0
Legacy Data,15/09/2025,38,Neurodivergent Services,0
Legacy Data,22/09/2025,39,Neurodivergent Services,0
Legacy Data,29/09/2025,40,Neurodivergent Services,0
Legacy Data,06/10/2025,41,Neurodivergent Services,0
Legacy Data,13/10/2025,42,Neurodivergent Services,0
Legacy Data,20/10/2025,43,Neurodivergent Services,0
Legacy Data,27/10/2025,44,Neurodivergent Services,2.75
Legacy Data,03/11/2025,45,Neurodivergent Services,9.625
Legacy Data,10/11/2025,46,Neurodivergent Services,9.625
Legacy Data,17/11/2025,47,Neurodivergent Services,9.625
Legacy Data,24/11/2025,48,Neurodivergent Services,9.625
Legacy Data,01/12/2025,49,Neurodivergent Services,9.314516129
Legacy Data,08/12/2025,50,Neurodivergent Services,9.314516129
Legacy Data,15/12/2025,51,Neurodivergent Services,9.314516129
Legacy Data,22/12/2025,52,Neurodivergent Services,9.314516129
Legacy Data,29/12/2025,1,Neurodivergent Services,3.991935484
Legacy Data,01/01/2024,1,NHFT,0
Legacy Data,08/01/2024,2,NHFT,0
Legacy Data,15/01/2024,3,NHFT,0
Legacy Data,22/01/2024,4,NHFT,0
Legacy Data,29/01/2024,5,NHFT,0
Legacy Data,05/02/2024,6,NHFT,0
Legacy Data,12/02/2024,7,NHFT,0
Legacy Data,19/02/2024,8,NHFT,0
Legacy Data,26/02/2024,9,NHFT,0
Legacy Data,04/03/2024,10,NHFT,0
Legacy Data,11/03/2024,11,NHFT,0
Legacy Data,18/03/2024,12,NHFT,0
Legacy Data,25/03/2024,13,NHFT,0
Legacy Data,01/04/2024,14,NHFT,0
Legacy Data,08/04/2024,15,NHFT,0
Legacy Data,15/04/2024,16,NHFT,0
Legacy Data,22/04/2024,17,NHFT,0
Legacy Data,29/04/2024,18,NHFT,0
Legacy Data,06/05/2024,19,NHFT,0
Legacy Data,13/05/2024,20,NHFT,0
Legacy Data,20/05/2024,21,NHFT,0
Legacy Data,27/05/2024,22,NHFT,0
Legacy Data,03/06/2024,23,NHFT,0
Legacy Data,10/06/2024,24,NHFT,0
Legacy Data,17/06/2024,25,NHFT,0
Legacy Data,24/06/2024,26,NHFT,0
Legacy Data,01/07/2024,27,NHFT,35.22580645
Legacy Data,08/07/2024,28,NHFT,35.22580645
Legacy Data,15/07/2024,29,NHFT,35.22580645
Legacy Data,22/07/2024,30,NHFT,35.22580645
Legacy Data,29/07/2024,31,NHFT,45.29032258
Legacy Data,05/08/2024,32,NHFT,52.83870968
Legacy Data,12/08/2024,33,NHFT,52.83870968
Legacy Data,19/08/2024,34,NHFT,52.83870968
Legacy Data,26/08/2024,35,NHFT,55.22365591
Legacy Data,02/09/2024,36,NHFT,69.53333333
Legacy Data,09/09/2024,37,NHFT,69.53333333
Legacy Data,16/09/2024,38,NHFT,69.53333333
Legacy Data,23/09/2024,39,NHFT,69.53333333
Legacy Data,30/09/2024,40,NHFT,71.48172043
Legacy Data,07/10/2024,41,NHFT,71.80645161
Legacy Data,14/10/2024,42,NHFT,71.80645161
Legacy Data,21/10/2024,43,NHFT,71.80645161
Legacy Data,28/10/2024,44,NHFT,68.43225806
Legacy Data,04/11/2024,45,NHFT,63.93333333
Legacy Data,11/11/2024,46,NHFT,63.93333333
Legacy Data,18/11/2024,47,NHFT,63.93333333
Legacy Data,25/11/2024,48,NHFT,64.3483871
Legacy Data,02/12/2024,49,NHFT,66.83870968
Legacy Data,09/12/2024,50,NHFT,66.83870968
Legacy Data,16/12/2024,51,NHFT,66.83870968
Legacy Data,23/12/2024,52,NHFT,66.83870968
Legacy Data,30/12/2024,1,NHFT,84.58064516
Legacy Data,06/01/2025,2,NHFT,91.67741935
Legacy Data,13/01/2025,3,NHFT,91.67741935
Legacy Data,20/01/2025,4,NHFT,91.67741935
Legacy Data,27/01/2025,5,NHFT,92.19815668
Legacy Data,03/02/2025,6,NHFT,93.5
Legacy Data,10/02/2025,7,NHFT,93.5
Legacy Data,17/02/2025,8,NHFT,93.5
Legacy Data,24/02/2025,9,NHFT,92.33410138
Legacy Data,03/03/2025,10,NHFT,89.41935484
Legacy Data,10/03/2025,11,NHFT,89.41935484
Legacy Data,17/03/2025,12,NHFT,89.41935484
Legacy Data,24/03/2025,13,NHFT,89.41935484
Legacy Data,31/03/2025,14,NHFT,91.97419355
Legacy Data,07/04/2025,15,NHFT,92.4
Legacy Data,14/04/2025,16,NHFT,92.4
Legacy Data,21/04/2025,17,NHFT,92.4
Legacy Data,28/04/2025,18,NHFT,90.69677419
Legacy Data,05/05/2025,19,NHFT,89.41935484
Legacy Data,12/05/2025,20,NHFT,89.41935484
Legacy Data,19/05/2025,21,NHFT,89.41935484
Legacy Data,26/05/2025,22,NHFT,86.84516129
Legacy Data,02/06/2025,23,NHFT,71.4
Legacy Data,09/06/2025,24,NHFT,71.4
Legacy Data,16/06/2025,25,NHFT,71.4
Legacy Data,23/06/2025,26,NHFT,71.4
Legacy Data,30/06/2025,27,NHFT,97.29677419
Legacy Data,07/07/2025,28,NHFT,101.6129032
Legacy Data,14/07/2025,29,NHFT,101.6129032
Legacy Data,21/07/2025,30,NHFT,101.6129032
Legacy Data,28/07/2025,31,NHFT,96.38709677
Legacy Data,04/08/2025,32,NHFT,89.41935484
Legacy Data,11/08/2025,33,NHFT,89.41935484
Legacy Data,18/08/2025,34,NHFT,89.41935484
Legacy Data,25/08/2025,35,NHFT,89.41935484
Legacy Data,01/09/2025,36,NHFT,100.8
Legacy Data,08/09/2025,37,NHFT,100.8
Legacy Data,15/09/2025,38,NHFT,100.8
Legacy Data,22/09/2025,39,NHFT,100.8
Legacy Data,29/09/2025,40,NHFT,101.3806452
Legacy Data,06/10/2025,41,NHFT,101.6129032
Legacy Data,13/10/2025,42,NHFT,101.6129032
Legacy Data,20/10/2025,43,NHFT,101.6129032
Legacy Data,27/10/2025,44,NHFT,98.98064516
Legacy Data,03/11/2025,45,NHFT,92.4
Legacy Data,10/11/2025,46,NHFT,92.4
Legacy Data,17/11/2025,47,NHFT,92.4
Legacy Data,24/11/2025,48,NHFT,92.4
Legacy Data,01/12/2025,49,NHFT,93.48387097
Legacy Data,08/12/2025,50,NHFT,93.48387097
Legacy Data,15/12/2025,51,NHFT,93.48387097
Legacy Data,22/12/2025,52,NHFT,93.48387097
Legacy Data,29/12/2025,1,NHFT,40.06451613
Legacy Data,01/01/2024,1,NHS Confed,0
Legacy Data,08/01/2024,2,NHS Confed,0
Legacy Data,15/01/2024,3,NHS Confed,0
Legacy Data,22/01/2024,4,NHS Confed,0
Legacy Data,29/01/2024,5,NHS Confed,0
Legacy Data,05/02/2024,6,NHS Confed,0
Legacy Data,12/02/2024,7,NHS Confed,0
Legacy Data,19/02/2024,8,NHS Confed,0
Legacy Data,26/02/2024,9,NHS Confed,0
Legacy Data,04/03/2024,10,NHS Confed,0
Legacy Data,11/03/2024,11,NHS Confed,0
Legacy Data,18/03/2024,12,NHS Confed,0
Legacy Data,25/03/2024,13,NHS Confed,0
Legacy Data,01/04/2024,14,NHS Confed,0
Legacy Data,08/04/2024,15,NHS Confed,0
Legacy Data,15/04/2024,16,NHS Confed,0
Legacy Data,22/04/2024,17,NHS Confed,0
Legacy Data,29/04/2024,18,NHS Confed,0
Legacy Data,06/05/2024,19,NHS Confed,0
Legacy Data,13/05/2024,20,NHS Confed,0
Legacy Data,20/05/2024,21,NHS Confed,0
Legacy Data,27/05/2024,22,NHS Confed,0
Legacy Data,03/06/2024,23,NHS Confed,0
Legacy Data,10/06/2024,24,NHS Confed,0
Legacy Data,17/06/2024,25,NHS Confed,0
Legacy Data,24/06/2024,26,NHS Confed,0
Legacy Data,01/07/2024,27,NHS Confed,0
Legacy Data,08/07/2024,28,NHS Confed,0
Legacy Data,15/07/2024,29,NHS Confed,0
Legacy Data,22/07/2024,30,NHS Confed,0
Legacy Data,29/07/2024,31,NHS Confed,0
Legacy Data,05/08/2024,32,NHS Confed,0
Legacy Data,12/08/2024,33,NHS Confed,0
Legacy Data,19/08/2024,34,NHS Confed,0
Legacy Data,26/08/2024,35,NHS Confed,0
Legacy Data,02/09/2024,36,NHS Confed,0
Legacy Data,09/09/2024,37,NHS Confed,0
Legacy Data,16/09/2024,38,NHS Confed,0
Legacy Data,23/09/2024,39,NHS Confed,0
Legacy Data,30/09/2024,40,NHS Confed,0
Legacy Data,07/10/2024,41,NHS Confed,0
Legacy Data,14/10/2024,42,NHS Confed,0
Legacy Data,21/10/2024,43,NHS Confed,0
Legacy Data,28/10/2024,44,NHS Confed,0
Legacy Data,04/11/2024,45,NHS Confed,0
Legacy Data,11/11/2024,46,NHS Confed,0
Legacy Data,18/11/2024,47,NHS Confed,0
Legacy Data,25/11/2024,48,NHS Confed,0
Legacy Data,02/12/2024,49,NHS Confed,0
Legacy Data,09/12/2024,50,NHS Confed,0
Legacy Data,16/12/2024,51,NHS Confed,0
Legacy Data,23/12/2024,52,NHS Confed,0
Legacy Data,30/12/2024,1,NHS Confed,0
Legacy Data,06/01/2025,2,NHS Confed,0
Legacy Data,13/01/2025,3,NHS Confed,0
Legacy Data,20/01/2025,4,NHS Confed,0
Legacy Data,27/01/2025,5,NHS Confed,0
Legacy Data,03/02/2025,6,NHS Confed,0
Legacy Data,10/02/2025,7,NHS Confed,0
Legacy Data,17/02/2025,8,NHS Confed,0
Legacy Data,24/02/2025,9,NHS Confed,0
Legacy Data,03/03/2025,10,NHS Confed,0
Legacy Data,10/03/2025,11,NHS Confed,0
Legacy Data,17/03/2025,12,NHS Confed,0
Legacy Data,24/03/2025,13,NHS Confed,0
Legacy Data,31/03/2025,14,NHS Confed,15
Legacy Data,07/04/2025,15,NHS Confed,17.5
Legacy Data,14/04/2025,16,NHS Confed,17.5
Legacy Data,21/04/2025,17,NHS Confed,17.5
Legacy Data,28/04/2025,18,NHS Confed,15.24193548
Legacy Data,05/05/2025,19,NHS Confed,13.5483871
Legacy Data,12/05/2025,20,NHS Confed,13.5483871
Legacy Data,19/05/2025,21,NHS Confed,13.5483871
Legacy Data,26/05/2025,22,NHS Confed,13.11290323
Legacy Data,02/06/2025,23,NHS Confed,10.5
Legacy Data,09/06/2025,24,NHS Confed,10.5
Legacy Data,16/06/2025,25,NHS Confed,10.5
Legacy Data,23/06/2025,26,NHS Confed,10.5
Legacy Data,30/06/2025,27,NHS Confed,16.01612903
Legacy Data,07/07/2025,28,NHS Confed,16.93548387
Legacy Data,14/07/2025,29,NHS Confed,16.93548387
Legacy Data,21/07/2025,30,NHS Confed,16.93548387
Legacy Data,28/07/2025,31,NHS Confed,15.48387097
Legacy Data,04/08/2025,32,NHS Confed,13.5483871
Legacy Data,11/08/2025,33,NHS Confed,13.5483871
Legacy Data,18/08/2025,34,NHS Confed,13.5483871
Legacy Data,25/08/2025,35,NHS Confed,13.5483871
Legacy Data,01/09/2025,36,NHS Confed,15.75
Legacy Data,08/09/2025,37,NHS Confed,15.75
Legacy Data,15/09/2025,38,NHS Confed,15.75
Legacy Data,22/09/2025,39,NHS Confed,15.75
Legacy Data,29/09/2025,40,NHS Confed,15.38709677
Legacy Data,06/10/2025,41,NHS Confed,15.24193548
Legacy Data,13/10/2025,42,NHS Confed,15.24193548
Legacy Data,20/10/2025,43,NHS Confed,15.24193548
Legacy Data,27/10/2025,44,NHS Confed,14.88709677
Legacy Data,03/11/2025,45,NHS Confed,14
Legacy Data,10/11/2025,46,NHS Confed,14
Legacy Data,17/11/2025,47,NHS Confed,14
Legacy Data,24/11/2025,48,NHS Confed,14
Legacy Data,01/12/2025,49,NHS Confed,16.93548387
Legacy Data,08/12/2025,50,NHS Confed,16.93548387
Legacy Data,15/12/2025,51,NHS Confed,16.93548387
Legacy Data,22/12/2025,52,NHS Confed,16.93548387
Legacy Data,29/12/2025,1,NHS Confed,7.258064516
Legacy Data,01/01/2024,1,St. Andrews,0
Legacy Data,08/01/2024,2,St. Andrews,0
Legacy Data,15/01/2024,3,St. Andrews,0
Legacy Data,22/01/2024,4,St. Andrews,0
Legacy Data,29/01/2024,5,St. Andrews,0
Legacy Data,05/02/2024,6,St. Andrews,0
Legacy Data,12/02/2024,7,St. Andrews,0
Legacy Data,19/02/2024,8,St. Andrews,0
Legacy Data,26/02/2024,9,St. Andrews,0
Legacy Data,04/03/2024,10,St. Andrews,0
Legacy Data,11/03/2024,11,St. Andrews,0
Legacy Data,18/03/2024,12,St. Andrews,0
Legacy Data,25/03/2024,13,St. Andrews,0
Legacy Data,01/04/2024,14,St. Andrews,0
Legacy Data,08/04/2024,15,St. Andrews,0
Legacy Data,15/04/2024,16,St. Andrews,0
